category,Heart Rate,seconds_count,label,date_of_sleep,asleep_seconds,awake_seconds,light_seconds,deep_seconds,rem_seconds,time_hours,time_minutes,time_seconds
light,61.0,240,,2022-10-16,27210,720,17940,4050,5220,1,22,0
deep,61.0,360,,2022-10-16,27210,720,17940,4050,5220,1,26,0
light,61.0,570,,2022-10-16,27210,720,17940,4050,5220,1,32,0
rem,64.0,1260,,2022-10-16,27210,720,17940,4050,5220,1,41,0
light,59.0,1200,,2022-10-16,27210,720,17940,4050,5220,2,2,0
deep,60.0,1200,,2022-10-16,27210,720,17940,4050,5220,2,22,0
light,60.0,2010,,2022-10-16,27210,720,17940,4050,5220,2,42,0
awake,58.0,30,,2022-10-16,27210,720,17940,4050,5220,3,16,0
light,58.0,210,,2022-10-16,27210,720,17940,4050,5220,3,16,0
awake,58.0,90,,2022-10-16,27210,720,17940,4050,5220,3,20,0
light,58.0,1290,,2022-10-16,27210,720,17940,4050,5220,3,21,0
rem,58.0,90,,2022-10-16,27210,720,17940,4050,5220,3,43,0
light,58.0,60,,2022-10-16,27210,720,17940,4050,5220,3,44,0
rem,58.0,1170,,2022-10-16,27210,720,17940,4050,5220,3,45,0
light,60.0,1590,,2022-10-16,27210,720,17940,4050,5220,4,5,0
deep,58.0,1080,,2022-10-16,27210,720,17940,4050,5220,4,31,0
light,60.0,2820,,2022-10-16,27210,720,17940,4050,5220,4,49,0
rem,55.0,90,,2022-10-16,27210,720,17940,4050,5220,5,36,0
awake,59.0,180,,2022-10-16,27210,720,17940,4050,5220,5,38,0
light,59.0,270,,2022-10-16,27210,720,17940,4050,5220,5,41,0
rem,62.0,1980,,2022-10-16,27210,720,17940,4050,5220,5,45,0
awake,53.0,120,,2022-10-16,27210,720,17940,4050,5220,6,18,0
light,53.0,3960,,2022-10-16,27210,720,17940,4050,5220,6,20,0
rem,58.0,60,,2022-10-16,27210,720,17940,4050,5220,7,26,0
awake,59.0,30,,2022-10-16,27210,720,17940,4050,5220,7,27,0
light,59.0,90,,2022-10-16,27210,720,17940,4050,5220,7,28,0
rem,59.0,480,,2022-10-16,27210,720,17940,4050,5220,7,29,0
awake,59.0,120,,2022-10-16,27210,720,17940,4050,5220,7,37,0
light,59.0,90,,2022-10-16,27210,720,17940,4050,5220,7,39,0
rem,59.0,90,,2022-10-16,27210,720,17940,4050,5220,7,41,0
awake,59.0,30,,2022-10-16,27210,720,17940,4050,5220,7,42,0
light,62.0,330,,2022-10-16,27210,720,17940,4050,5220,7,43,0
light,71.0,120,,2022-10-17,27120,450,18000,3480,5640,0,11,0
awake,69.0,120,,2022-10-17,27120,450,18000,3480,5640,0,13,0
light,69.0,720,,2022-10-17,27120,450,18000,3480,5640,0,15,0
deep,60.0,960,,2022-10-17,27120,450,18000,3480,5640,0,27,0
light,61.0,870,,2022-10-17,27120,450,18000,3480,5640,0,43,0
deep,73.0,810,,2022-10-17,27120,450,18000,3480,5640,0,57,0
light,73.0,1050,,2022-10-17,27120,450,18000,3480,5640,1,11,0
rem,63.0,30,,2022-10-17,27120,450,18000,3480,5640,1,28,0
light,63.0,210,,2022-10-17,27120,450,18000,3480,5640,1,29,0
rem,64.0,1290,,2022-10-17,27120,450,18000,3480,5640,1,32,0
light,60.0,1200,,2022-10-17,27120,450,18000,3480,5640,1,54,0
deep,63.0,510,,2022-10-17,27120,450,18000,3480,5640,2,14,0
light,61.0,900,,2022-10-17,27120,450,18000,3480,5640,2,22,0
deep,72.0,570,,2022-10-17,27120,450,18000,3480,5640,2,37,0
light,66.0,1590,,2022-10-17,27120,450,18000,3480,5640,2,47,0
awake,69.0508,30,,2022-10-17,27120,450,18000,3480,5640,3,13,0
light,69.0508,450,,2022-10-17,27120,450,18000,3480,5640,3,14,0
rem,62.0,1170,,2022-10-17,27120,450,18000,3480,5640,3,21,0
light,61.0,60,,2022-10-17,27120,450,18000,3480,5640,3,41,0
awake,61.0,60,,2022-10-17,27120,450,18000,3480,5640,3,42,0
light,61.0,2130,,2022-10-17,27120,450,18000,3480,5640,3,43,0
deep,62.0,390,,2022-10-17,27120,450,18000,3480,5640,4,18,0
light,61.0,1890,,2022-10-17,27120,450,18000,3480,5640,4,25,0
rem,59.0,1590,,2022-10-17,27120,450,18000,3480,5640,4,56,0
awake,59.0,90,,2022-10-17,27120,450,18000,3480,5640,5,23,0
light,59.0,2700,,2022-10-17,27120,450,18000,3480,5640,5,24,0
deep,62.0,240,,2022-10-17,27120,450,18000,3480,5640,6,9,0
light,60.0,60,,2022-10-17,27120,450,18000,3480,5640,6,13,0
awake,60.0,60,,2022-10-17,27120,450,18000,3480,5640,6,14,0
light,61.0,1230,,2022-10-17,27120,450,18000,3480,5640,6,15,0
awake,60.0,60,,2022-10-17,27120,450,18000,3480,5640,6,36,0
light,60.0,120,,2022-10-17,27120,450,18000,3480,5640,6,37,0
awake,60.0,30,,2022-10-17,27120,450,18000,3480,5640,6,39,0
light,60.0,510,,2022-10-17,27120,450,18000,3480,5640,6,39,0
rem,62.0,1560,,2022-10-17,27120,450,18000,3480,5640,6,48,0
light,59.42,2190,,2022-10-17,27120,450,18000,3480,5640,7,14,0
light,73.0,3030,,2022-10-18,24120,390,16020,1890,6210,1,1,0
deep,65.0,540,,2022-10-18,24120,390,16020,1890,6210,1,51,0
light,68.0,60,,2022-10-18,24120,390,16020,1890,6210,2,0,0
awake,68.0,30,,2022-10-18,24120,390,16020,1890,6210,2,1,0
light,65.0,330,,2022-10-18,24120,390,16020,1890,6210,2,2,0
rem,72.0,1050,,2022-10-18,24120,390,16020,1890,6210,2,7,0
light,63.0,1050,,2022-10-18,24120,390,16020,1890,6210,2,25,0
deep,72.0,270,,2022-10-18,24120,390,16020,1890,6210,2,42,0
light,72.0,990,,2022-10-18,24120,390,16020,1890,6210,2,47,0
deep,73.0,390,,2022-10-18,24120,390,16020,1890,6210,3,3,0
light,71.0,30,,2022-10-18,24120,390,16020,1890,6210,3,10,0
awake,64.0,30,,2022-10-18,24120,390,16020,1890,6210,3,10,0
light,64.0,1680,,2022-10-18,24120,390,16020,1890,6210,3,11,0
rem,65.0,3300,,2022-10-18,24120,390,16020,1890,6210,3,39,0
light,64.0,1800,,2022-10-18,24120,390,16020,1890,6210,4,34,0
deep,66.0,150,,2022-10-18,24120,390,16020,1890,6210,5,4,0
light,64.0,1920,,2022-10-18,24120,390,16020,1890,6210,5,6,0
awake,67.0,30,,2022-10-18,24120,390,16020,1890,6210,5,38,0
light,61.0,960,,2022-10-18,24120,390,16020,1890,6210,5,39,0
rem,61.0,240,,2022-10-18,24120,390,16020,1890,6210,5,55,0
awake,67.0,30,,2022-10-18,24120,390,16020,1890,6210,5,59,0
light,67.0,210,,2022-10-18,24120,390,16020,1890,6210,5,59,0
rem,62.0,390,,2022-10-18,24120,390,16020,1890,6210,6,3,0
light,63.0,2250,,2022-10-18,24120,390,16020,1890,6210,6,9,0
deep,69.0,540,,2022-10-18,24120,390,16020,1890,6210,6,47,0
light,70.0,750,,2022-10-18,24120,390,16020,1890,6210,6,56,0
awake,61.0,30,,2022-10-18,24120,390,16020,1890,6210,7,8,0
light,61.0,150,,2022-10-18,24120,390,16020,1890,6210,7,9,0
awake,61.0,60,,2022-10-18,24120,390,16020,1890,6210,7,11,0
light,63.7344,210,,2022-10-18,24120,390,16020,1890,6210,7,12,0
rem,63.0,480,,2022-10-18,24120,390,16020,1890,6210,7,16,0
awake,63.0,60,,2022-10-18,24120,390,16020,1890,6210,7,24,0
rem,63.0,750,,2022-10-18,24120,390,16020,1890,6210,7,25,0
awake,75.0,120,,2022-10-18,24120,390,16020,1890,6210,7,37,0
light,66.0,600,,2022-10-18,24120,390,16020,1890,6210,7,39,0
light,62.0,1290,,2022-10-19,24300,1230,17640,3510,3150,0,37,0
deep,61.0,330,,2022-10-19,24300,1230,17640,3510,3150,0,58,0
light,60.0,240,,2022-10-19,24300,1230,17640,3510,3150,1,4,0
deep,64.0,150,,2022-10-19,24300,1230,17640,3510,3150,1,8,0
light,62.0,1200,,2022-10-19,24300,1230,17640,3510,3150,1,10,0
deep,69.0,90,,2022-10-19,24300,1230,17640,3510,3150,1,30,0
light,69.0,30,,2022-10-19,24300,1230,17640,3510,3150,1,32,0
deep,69.0,1020,,2022-10-19,24300,1230,17640,3510,3150,1,32,0
awake,67.0,30,,2022-10-19,24300,1230,17640,3510,3150,1,49,0
light,67.0,1020,,2022-10-19,24300,1230,17640,3510,3150,1,50,0
rem,73.0,30,,2022-10-19,24300,1230,17640,3510,3150,2,7,0
light,68.0,2400,,2022-10-19,24300,1230,17640,3510,3150,2,7,0
deep,61.0,840,,2022-10-19,24300,1230,17640,3510,3150,2,47,0
light,61.0,2700,,2022-10-19,24300,1230,17640,3510,3150,3,1,0
awake,61.0,60,,2022-10-19,24300,1230,17640,3510,3150,3,46,0
light,61.0,60,,2022-10-19,24300,1230,17640,3510,3150,3,47,0
awake,60.0,60,,2022-10-19,24300,1230,17640,3510,3150,3,48,0
light,60.0,630,,2022-10-19,24300,1230,17640,3510,3150,3,49,0
rem,59.0,30,,2022-10-19,24300,1230,17640,3510,3150,4,0,0
light,59.0,60,,2022-10-19,24300,1230,17640,3510,3150,4,0,0
rem,60.0,1680,,2022-10-19,24300,1230,17640,3510,3150,4,1,0
light,61.0,1710,,2022-10-19,24300,1230,17640,3510,3150,4,29,0
deep,69.0,270,,2022-10-19,24300,1230,17640,3510,3150,4,58,0
light,64.0,480,,2022-10-19,24300,1230,17640,3510,3150,5,2,0
deep,67.0,600,,2022-10-19,24300,1230,17640,3510,3150,5,10,0
light,71.0,1290,,2022-10-19,24300,1230,17640,3510,3150,5,20,0
rem,66.0,1320,,2022-10-19,24300,1230,17640,3510,3150,5,42,0
light,64.0,90,,2022-10-19,24300,1230,17640,3510,3150,6,4,0
rem,64.0,90,,2022-10-19,24300,1230,17640,3510,3150,6,5,0
light,60.0,30,,2022-10-19,24300,1230,17640,3510,3150,6,7,0
awake,60.0,30,,2022-10-19,24300,1230,17640,3510,3150,6,7,0
light,60.0,2640,,2022-10-19,24300,1230,17640,3510,3150,6,8,0
awake,60.0,90,,2022-10-19,24300,1230,17640,3510,3150,6,52,0
light,60.0,60,,2022-10-19,24300,1230,17640,3510,3150,6,53,0
awake,60.0,90,,2022-10-19,24300,1230,17640,3510,3150,6,54,0
light,60.0,810,,2022-10-19,24300,1230,17640,3510,3150,6,56,0
awake,67.0,870,,2022-10-19,24300,1230,17640,3510,3150,7,9,0
light,60.0,90,,2022-10-19,24300,1230,17640,3510,3150,7,24,0
light,84.0,810,,2022-10-19,24300,1230,17640,3510,3150,23,44,0
deep,74.0,210,,2022-10-19,24300,1230,17640,3510,3150,23,58,0
light,69.0,720,,2022-10-20,24570,510,17400,3420,3750,0,1,0
deep,74.0,1080,,2022-10-20,24570,510,17400,3420,3750,0,13,0
light,68.0,300,,2022-10-20,24570,510,17400,3420,3750,0,31,0
deep,73.0,240,,2022-10-20,24570,510,17400,3420,3750,0,36,0
light,73.0,540,,2022-10-20,24570,510,17400,3420,3750,0,40,0
rem,72.0,750,,2022-10-20,24570,510,17400,3420,3750,0,49,0
light,69.0,1830,,2022-10-20,24570,510,17400,3420,3750,1,2,0
deep,73.0,1230,,2022-10-20,24570,510,17400,3420,3750,1,32,0
awake,71.0,30,,2022-10-20,24570,510,17400,3420,3750,1,53,0
light,71.0,3270,,2022-10-20,24570,510,17400,3420,3750,1,53,0
rem,71.0,570,,2022-10-20,24570,510,17400,3420,3750,2,48,0
light,71.0,240,,2022-10-20,24570,510,17400,3420,3750,2,57,0
rem,71.0,120,,2022-10-20,24570,510,17400,3420,3750,3,1,0
light,71.0,2310,,2022-10-20,24570,510,17400,3420,3750,3,3,0
deep,68.0,330,,2022-10-20,24570,510,17400,3420,3750,3,42,0
light,65.0,2700,,2022-10-20,24570,510,17400,3420,3750,3,47,0
rem,66.0,1590,,2022-10-20,24570,510,17400,3420,3750,4,32,0
light,65.0,1530,,2022-10-20,24570,510,17400,3420,3750,4,59,0
deep,67.0,540,,2022-10-20,24570,510,17400,3420,3750,5,24,0
light,65.0,1290,,2022-10-20,24570,510,17400,3420,3750,5,33,0
awake,60.0,240,,2022-10-20,24570,510,17400,3420,3750,5,55,0
light,60.0,180,,2022-10-20,24570,510,17400,3420,3750,5,59,0
awake,62.0,30,,2022-10-20,24570,510,17400,3420,3750,6,2,0
light,62.0,240,,2022-10-20,24570,510,17400,3420,3750,6,2,0
rem,61.0,720,,2022-10-20,24570,510,17400,3420,3750,6,6,0
awake,66.0,150,,2022-10-20,24570,510,17400,3420,3750,6,18,0
light,66.0,180,,2022-10-20,24570,510,17400,3420,3750,6,21,0
awake,62.0,60,,2022-10-20,24570,510,17400,3420,3750,6,24,0
light,62.0,2070,,2022-10-20,24570,510,17400,3420,3750,6,25,0
light,81.0,780,,2022-10-21,25230,510,16230,3690,5310,0,45,0
deep,76.0,1170,,2022-10-21,25230,510,16230,3690,5310,0,58,0
light,66.0,30,,2022-10-21,25230,510,16230,3690,5310,1,18,0
awake,66.0,30,,2022-10-21,25230,510,16230,3690,5310,1,18,0
light,66.0,2040,,2022-10-21,25230,510,16230,3690,5310,1,19,0
deep,65.0,930,,2022-10-21,25230,510,16230,3690,5310,1,53,0
light,64.0,510,,2022-10-21,25230,510,16230,3690,5310,2,8,0
rem,66.0,1560,,2022-10-21,25230,510,16230,3690,5310,2,17,0
awake,63.0,90,,2022-10-21,25230,510,16230,3690,5310,2,43,0
light,63.0,180,,2022-10-21,25230,510,16230,3690,5310,2,44,0
rem,64.0,270,,2022-10-21,25230,510,16230,3690,5310,2,47,0
light,65.0,1290,,2022-10-21,25230,510,16230,3690,5310,2,52,0
deep,65.7819,660,,2022-10-21,25230,510,16230,3690,5310,3,13,0
light,65.0,930,,2022-10-21,25230,510,16230,3690,5310,3,24,0
deep,60.0,120,,2022-10-21,25230,510,16230,3690,5310,3,40,0
light,59.0,270,,2022-10-21,25230,510,16230,3690,5310,3,42,0
deep,60.0,180,,2022-10-21,25230,510,16230,3690,5310,3,46,0
light,60.0,1410,,2022-10-21,25230,510,16230,3690,5310,3,49,0
awake,62.0,30,,2022-10-21,25230,510,16230,3690,5310,4,13,0
light,62.0,420,,2022-10-21,25230,510,16230,3690,5310,4,13,0
rem,65.0,150,,2022-10-21,25230,510,16230,3690,5310,4,20,0
light,62.0,180,,2022-10-21,25230,510,16230,3690,5310,4,23,0
rem,62.0,60,,2022-10-21,25230,510,16230,3690,5310,4,26,0
light,62.0,150,,2022-10-21,25230,510,16230,3690,5310,4,27,0
rem,62.0,60,,2022-10-21,25230,510,16230,3690,5310,4,29,0
light,62.0,4290,,2022-10-21,25230,510,16230,3690,5310,4,30,0
rem,60.0,3210,,2022-10-21,25230,510,16230,3690,5310,5,42,0
light,60.0,60,,2022-10-21,25230,510,16230,3690,5310,6,35,0
awake,63.0,60,,2022-10-21,25230,510,16230,3690,5310,6,36,0
light,63.0,1800,,2022-10-21,25230,510,16230,3690,5310,6,37,0
deep,70.0,630,,2022-10-21,25230,510,16230,3690,5310,7,7,0
light,67.0,1260,,2022-10-21,25230,510,16230,3690,5310,7,18,0
awake,65.0,120,,2022-10-21,25230,510,16230,3690,5310,7,39,0
light,65.0,180,,2022-10-21,25230,510,16230,3690,5310,7,41,0
awake,62.0,180,,2022-10-21,25230,510,16230,3690,5310,7,44,0
light,64.0,450,,2022-10-21,25230,510,16230,3690,5310,7,47,0
light,71.0,270,,2022-10-22,28020,450,17100,4500,6420,1,3,0
awake,67.0,90,,2022-10-22,28020,450,17100,4500,6420,1,8,0
light,67.0,1290,,2022-10-22,28020,450,17100,4500,6420,1,9,0
deep,61.0,330,,2022-10-22,28020,450,17100,4500,6420,1,31,0
light,59.0,210,,2022-10-22,28020,450,17100,4500,6420,1,36,0
deep,59.0,1110,,2022-10-22,28020,450,17100,4500,6420,1,40,0
light,60.0,690,,2022-10-22,28020,450,17100,4500,6420,1,58,0
rem,62.0,1020,,2022-10-22,28020,450,17100,4500,6420,2,10,0
light,60.0,1470,,2022-10-22,28020,450,17100,4500,6420,2,27,0
deep,59.0,360,,2022-10-22,28020,450,17100,4500,6420,2,51,0
light,59.0,330,,2022-10-22,28020,450,17100,4500,6420,2,57,0
deep,61.0,510,,2022-10-22,28020,450,17100,4500,6420,3,3,0
light,70.6211,900,,2022-10-22,28020,450,17100,4500,6420,3,11,0
deep,62.0,420,,2022-10-22,28020,450,17100,4500,6420,3,26,0
light,59.0,1260,,2022-10-22,28020,450,17100,4500,6420,3,33,0
awake,58.0,210,,2022-10-22,28020,450,17100,4500,6420,3,54,0
light,54.0,420,,2022-10-22,28020,450,17100,4500,6420,3,58,0
rem,57.0,990,,2022-10-22,28020,450,17100,4500,6420,4,5,0
awake,56.0,30,,2022-10-22,28020,450,17100,4500,6420,4,21,0
rem,56.0,1140,,2022-10-22,28020,450,17100,4500,6420,4,22,0
light,59.0,1680,,2022-10-22,28020,450,17100,4500,6420,4,41,0
deep,66.0,150,,2022-10-22,28020,450,17100,4500,6420,5,9,0
light,64.2678,60,,2022-10-22,28020,450,17100,4500,6420,5,11,0
awake,64.2678,30,,2022-10-22,28020,450,17100,4500,6420,5,12,0
light,64.2678,1470,,2022-10-22,28020,450,17100,4500,6420,5,13,0
deep,64.0,540,,2022-10-22,28020,450,17100,4500,6420,5,37,0
light,65.0,780,,2022-10-22,28020,450,17100,4500,6420,5,46,0
rem,61.0,840,,2022-10-22,28020,450,17100,4500,6420,5,59,0
light,63.0,2580,,2022-10-22,28020,450,17100,4500,6420,6,13,0
deep,67.0,600,,2022-10-22,28020,450,17100,4500,6420,6,56,0
light,67.0,1020,,2022-10-22,28020,450,17100,4500,6420,7,6,0
rem,62.0,420,,2022-10-22,28020,450,17100,4500,6420,7,23,0
awake,63.0,30,,2022-10-22,28020,450,17100,4500,6420,7,30,0
light,63.0,300,,2022-10-22,28020,450,17100,4500,6420,7,31,0
rem,62.0,2010,,2022-10-22,28020,450,17100,4500,6420,7,36,0
light,63.0,1980,,2022-10-22,28020,450,17100,4500,6420,8,9,0
deep,68.0,330,,2022-10-22,28020,450,17100,4500,6420,8,42,0
light,67.0,90,,2022-10-22,28020,450,17100,4500,6420,8,48,0
deep,67.0,150,,2022-10-22,28020,450,17100,4500,6420,8,49,0
light,69.0,120,,2022-10-22,28020,450,17100,4500,6420,8,52,0
awake,69.0,60,,2022-10-22,28020,450,17100,4500,6420,8,54,0
light,69.0,180,,2022-10-22,28020,450,17100,4500,6420,8,55,0
light,77.0,930,,2022-10-23,26430,1350,18540,2370,5520,1,43,0
deep,67.0,1380,,2022-10-23,26430,1350,18540,2370,5520,1,58,0
light,62.0,2490,,2022-10-23,26430,1350,18540,2370,5520,2,21,0
rem,65.0,1020,,2022-10-23,26430,1350,18540,2370,5520,3,3,0
light,68.0,1320,,2022-10-23,26430,1350,18540,2370,5520,3,20,0
deep,69.0,540,,2022-10-23,26430,1350,18540,2370,5520,3,42,0
light,71.0,2370,,2022-10-23,26430,1350,18540,2370,5520,3,51,0
awake,64.0,210,,2022-10-23,26430,1350,18540,2370,5520,4,30,0
light,80.0,480,,2022-10-23,26430,1350,18540,2370,5520,4,34,0
awake,65.0,30,,2022-10-23,26430,1350,18540,2370,5520,4,42,0
light,65.0,120,,2022-10-23,26430,1350,18540,2370,5520,4,42,0
awake,65.0,600,,2022-10-23,26430,1350,18540,2370,5520,4,44,0
light,71.0,1230,,2022-10-23,26430,1350,18540,2370,5520,4,54,0
deep,72.1127,150,,2022-10-23,26430,1350,18540,2370,5520,5,15,0
light,68.0,90,,2022-10-23,26430,1350,18540,2370,5520,5,17,0
awake,68.0,60,,2022-10-23,26430,1350,18540,2370,5520,5,19,0
light,68.0,150,,2022-10-23,26430,1350,18540,2370,5520,5,20,0
awake,65.0,120,,2022-10-23,26430,1350,18540,2370,5520,5,22,0
light,65.0,1170,,2022-10-23,26430,1350,18540,2370,5520,5,24,0
rem,65.0,2070,,2022-10-23,26430,1350,18540,2370,5520,5,44,0
light,62.0,2850,,2022-10-23,26430,1350,18540,2370,5520,6,18,0
deep,66.0,300,,2022-10-23,26430,1350,18540,2370,5520,7,6,0
light,66.0,450,,2022-10-23,26430,1350,18540,2370,5520,7,11,0
rem,63.0,150,,2022-10-23,26430,1350,18540,2370,5520,7,18,0
awake,65.0,120,,2022-10-23,26430,1350,18540,2370,5520,7,21,0
light,65.0,90,,2022-10-23,26430,1350,18540,2370,5520,7,23,0
rem,65.0,30,,2022-10-23,26430,1350,18540,2370,5520,7,24,0
light,62.0,90,,2022-10-23,26430,1350,18540,2370,5520,7,25,0
rem,62.0,780,,2022-10-23,26430,1350,18540,2370,5520,7,26,0
awake,63.0,90,,2022-10-23,26430,1350,18540,2370,5520,7,39,0
light,64.0,300,,2022-10-23,26430,1350,18540,2370,5520,7,41,0
rem,64.0,30,,2022-10-23,26430,1350,18540,2370,5520,7,46,0
light,64.0,30,,2022-10-23,26430,1350,18540,2370,5520,7,46,0
awake,64.0,120,,2022-10-23,26430,1350,18540,2370,5520,7,47,0
light,64.0,2910,,2022-10-23,26430,1350,18540,2370,5520,7,49,0
rem,62.0,1440,,2022-10-23,26430,1350,18540,2370,5520,8,37,0
light,65.0,90,,2022-10-23,26430,1350,18540,2370,5520,9,1,0
light,69.0,1380,,2022-10-23,26430,1350,18540,2370,5520,23,55,0
deep,67.0,180,,2022-10-24,28440,570,18690,3840,5910,0,18,0
light,67.0,180,,2022-10-24,28440,570,18690,3840,5910,0,21,0
deep,65.0,960,,2022-10-24,28440,570,18690,3840,5910,0,24,0
light,66.0,3270,,2022-10-24,28440,570,18690,3840,5910,0,40,0
rem,65.0,1980,,2022-10-24,28440,570,18690,3840,5910,1,34,0
light,65.0,1350,,2022-10-24,28440,570,18690,3840,5910,2,7,0
deep,68.0,1200,,2022-10-24,28440,570,18690,3840,5910,2,30,0
light,69.0,3240,,2022-10-24,28440,570,18690,3840,5910,2,50,0
rem,61.0,30,,2022-10-24,28440,570,18690,3840,5910,3,44,0
light,61.0,30,,2022-10-24,28440,570,18690,3840,5910,3,44,0
awake,61.0,30,,2022-10-24,28440,570,18690,3840,5910,3,45,0
light,61.0,420,,2022-10-24,28440,570,18690,3840,5910,3,45,0
rem,66.0,1770,,2022-10-24,28440,570,18690,3840,5910,3,52,0
awake,62.0,30,,2022-10-24,28440,570,18690,3840,5910,4,22,0
light,62.0,2130,,2022-10-24,28440,570,18690,3840,5910,4,22,0
awake,61.0,30,,2022-10-24,28440,570,18690,3840,5910,4,58,0
light,61.0,1710,,2022-10-24,28440,570,18690,3840,5910,4,58,0
deep,60.0,420,,2022-10-24,28440,570,18690,3840,5910,5,27,0
light,61.0,690,,2022-10-24,28440,570,18690,3840,5910,5,34,0
awake,61.0,270,,2022-10-24,28440,570,18690,3840,5910,5,45,0
light,58.0,600,,2022-10-24,28440,570,18690,3840,5910,5,50,0
rem,64.0,60,,2022-10-24,28440,570,18690,3840,5910,6,0,0
light,64.0,30,,2022-10-24,28440,570,18690,3840,5910,6,1,0
awake,62.0,30,,2022-10-24,28440,570,18690,3840,5910,6,1,0
light,62.0,150,,2022-10-24,28440,570,18690,3840,5910,6,2,0
rem,62.0,90,,2022-10-24,28440,570,18690,3840,5910,6,4,0
light,62.0,3600,,2022-10-24,28440,570,18690,3840,5910,6,6,0
rem,62.0,60,,2022-10-24,28440,570,18690,3840,5910,7,6,0
light,62.0,90,,2022-10-24,28440,570,18690,3840,5910,7,7,0
rem,62.0,1740,,2022-10-24,28440,570,18690,3840,5910,7,8,0
awake,60.0,60,,2022-10-24,28440,570,18690,3840,5910,7,37,0
light,60.0,120,,2022-10-24,28440,570,18690,3840,5910,7,38,0
rem,63.0,180,,2022-10-24,28440,570,18690,3840,5910,7,40,0
awake,63.0,120,,2022-10-24,28440,570,18690,3840,5910,7,43,0
light,60.0,60,,2022-10-24,28440,570,18690,3840,5910,7,45,0
light,85.0,1020,,2022-10-24,28440,570,18690,3840,5910,23,39,0
deep,80.0,1080,,2022-10-24,28440,570,18690,3840,5910,23,56,0
awake,78.0,60,,2022-10-25,27720,840,16320,3690,7710,0,14,0
light,70.0,1560,,2022-10-25,27720,840,16320,3690,7710,0,15,0
rem,71.0,960,,2022-10-25,27720,840,16320,3690,7710,0,41,0
awake,69.0,60,,2022-10-25,27720,840,16320,3690,7710,0,57,0
light,69.0,360,,2022-10-25,27720,840,16320,3690,7710,0,58,0
awake,70.0,90,,2022-10-25,27720,840,16320,3690,7710,1,4,0
light,72.0,2160,,2022-10-25,27720,840,16320,3690,7710,1,5,0
deep,70.0,1140,,2022-10-25,27720,840,16320,3690,7710,1,41,0
light,68.0,90,,2022-10-25,27720,840,16320,3690,7710,2,0,0
awake,68.0,150,,2022-10-25,27720,840,16320,3690,7710,2,2,0
light,68.0,360,,2022-10-25,27720,840,16320,3690,7710,2,4,0
rem,72.0,690,,2022-10-25,27720,840,16320,3690,7710,2,10,0
awake,70.0,120,,2022-10-25,27720,840,16320,3690,7710,2,22,0
light,70.0,1500,,2022-10-25,27720,840,16320,3690,7710,2,24,0
awake,66.0,90,,2022-10-25,27720,840,16320,3690,7710,2,49,0
light,69.0,510,,2022-10-25,27720,840,16320,3690,7710,2,50,0
awake,71.0,90,,2022-10-25,27720,840,16320,3690,7710,2,59,0
light,65.0,1950,,2022-10-25,27720,840,16320,3690,7710,3,0,0
deep,71.0,90,,2022-10-25,27720,840,16320,3690,7710,3,33,0
light,71.0,90,,2022-10-25,27720,840,16320,3690,7710,3,34,0
awake,71.0,90,,2022-10-25,27720,840,16320,3690,7710,3,36,0
light,71.0,1020,,2022-10-25,27720,840,16320,3690,7710,3,37,0
rem,64.0,2940,,2022-10-25,27720,840,16320,3690,7710,3,54,0
light,66.0,1500,,2022-10-25,27720,840,16320,3690,7710,4,43,0
deep,65.0,2460,,2022-10-25,27720,840,16320,3690,7710,5,8,0
light,67.0,990,,2022-10-25,27720,840,16320,3690,7710,5,49,0
rem,67.0,660,,2022-10-25,27720,840,16320,3690,7710,6,6,0
light,62.0,270,,2022-10-25,27720,840,16320,3690,7710,6,17,0
rem,63.0,30,,2022-10-25,27720,840,16320,3690,7710,6,21,0
light,63.0,300,,2022-10-25,27720,840,16320,3690,7710,6,22,0
rem,66.0,810,,2022-10-25,27720,840,16320,3690,7710,6,27,0
light,75.0,120,,2022-10-25,27720,840,16320,3690,7710,6,40,0
awake,65.0,60,,2022-10-25,27720,840,16320,3690,7710,6,42,0
light,65.0,1410,,2022-10-25,27720,840,16320,3690,7710,6,43,0
awake,62.0,30,,2022-10-25,27720,840,16320,3690,7710,7,7,0
light,62.0,2130,,2022-10-25,27720,840,16320,3690,7710,7,7,0
rem,63.0,1620,,2022-10-25,27720,840,16320,3690,7710,7,43,0
light,80.0,30,,2022-10-26,22380,1050,14670,4320,3390,0,57,0
awake,80.0,390,,2022-10-26,22380,1050,14670,4320,3390,0,58,0
light,83.0,90,,2022-10-26,22380,1050,14670,4320,3390,1,4,0
awake,83.0,90,,2022-10-26,22380,1050,14670,4320,3390,1,6,0
light,83.0,120,,2022-10-26,22380,1050,14670,4320,3390,1,7,0
awake,82.0,90,,2022-10-26,22380,1050,14670,4320,3390,1,9,0
light,82.0,690,,2022-10-26,22380,1050,14670,4320,3390,1,11,0
deep,79.0,600,,2022-10-26,22380,1050,14670,4320,3390,1,22,0
light,79.0,180,,2022-10-26,22380,1050,14670,4320,3390,1,32,0
deep,79.0,1710,,2022-10-26,22380,1050,14670,4320,3390,1,35,0
light,76.0,2310,,2022-10-26,22380,1050,14670,4320,3390,2,4,0
deep,77.0,750,,2022-10-26,22380,1050,14670,4320,3390,2,42,0
light,143.0,2400,,2022-10-26,22380,1050,14670,4320,3390,2,55,0
