dat_of_sleep,asleep_seconds,awake_seconds,category,time_hours,time_minutes,time_seconds,seconds_count,deep_seconds,light_seconds,rem_seconds
2024-02-07,20700,3300,wake,23,17,0,30,360.0,15000.0,5340.0
2024-02-07,20700,3300,light,23,17,30,150,360.0,15000.0,5340.0
2024-02-07,20700,3300,wake,23,20,0,540,360.0,15000.0,5340.0
2024-02-07,20700,3300,light,23,29,0,4980,360.0,15000.0,5340.0
2024-02-07,20700,3300,rem,0,52,0,390,360.0,15000.0,5340.0
2024-02-07,20700,3300,light,0,58,30,2220,360.0,15000.0,5340.0
2024-02-07,20700,3300,rem,1,35,30,270,360.0,15000.0,5340.0
2024-02-07,20700,3300,wake,1,40,0,720,360.0,15000.0,5340.0
2024-02-07,20700,3300,light,1,52,0,1650,360.0,15000.0,5340.0
2024-02-07,20700,3300,deep,2,19,30,330,360.0,15000.0,5340.0
2024-02-07,20700,3300,light,2,25,0,1440,360.0,15000.0,5340.0
2024-02-07,20700,3300,rem,2,49,0,1410,360.0,15000.0,5340.0
2024-02-07,20700,3300,light,3,12,30,2700,360.0,15000.0,5340.0
2024-02-07,20700,3300,rem,3,57,30,1740,360.0,15000.0,5340.0
2024-02-07,20700,3300,light,4,26,30,660,360.0,15000.0,5340.0
2024-02-07,20700,3300,rem,4,37,30,1410,360.0,15000.0,5340.0
2024-02-07,20700,3300,light,5,1,0,390,360.0,15000.0,5340.0
2024-02-07,20700,3300,rem,5,7,30,420,360.0,15000.0,5340.0
2024-02-07,20700,3300,light,5,14,30,2040,360.0,15000.0,5340.0
2024-02-07,20700,3300,wake,5,48,30,540,360.0,15000.0,5340.0
2024-02-05,15060,1860,wake,1,0,30,300,4200.0,7740.0,3120.0
2024-02-05,15060,1860,light,1,5,30,750,4200.0,7740.0,3120.0
2024-02-05,15060,1860,deep,1,18,0,2010,4200.0,7740.0,3120.0
2024-02-05,15060,1860,light,1,51,30,810,4200.0,7740.0,3120.0
2024-02-05,15060,1860,rem,2,5,0,300,4200.0,7740.0,3120.0
2024-02-05,15060,1860,light,2,10,0,1230,4200.0,7740.0,3120.0
2024-02-05,15060,1860,rem,2,30,30,420,4200.0,7740.0,3120.0
2024-02-05,15060,1860,light,2,37,30,720,4200.0,7740.0,3120.0
2024-02-05,15060,1860,deep,2,49,30,420,4200.0,7740.0,3120.0
2024-02-05,15060,1860,light,2,56,30,420,4200.0,7740.0,3120.0
2024-02-05,15060,1860,deep,3,3,30,1770,4200.0,7740.0,3120.0
2024-02-05,15060,1860,light,3,33,0,1200,4200.0,7740.0,3120.0
2024-02-05,15060,1860,rem,3,53,0,780,4200.0,7740.0,3120.0
2024-02-05,15060,1860,light,4,6,0,2820,4200.0,7740.0,3120.0
2024-02-05,15060,1860,rem,4,53,0,1800,4200.0,7740.0,3120.0
2024-02-05,15060,1860,light,5,23,0,210,4200.0,7740.0,3120.0
2024-02-05,15060,1860,wake,5,26,30,960,4200.0,7740.0,3120.0
2024-02-04,22320,3720,wake,23,22,30,450,4740.0,14220.0,3360.0
2024-02-04,22320,3720,light,23,30,0,2250,4740.0,14220.0,3360.0
2024-02-04,22320,3720,deep,0,7,30,390,4740.0,14220.0,3360.0
2024-02-04,22320,3720,light,0,14,0,240,4740.0,14220.0,3360.0
2024-02-04,22320,3720,rem,0,18,0,330,4740.0,14220.0,3360.0
2024-02-04,22320,3720,light,0,23,30,3780,4740.0,14220.0,3360.0
2024-02-04,22320,3720,rem,1,26,30,1320,4740.0,14220.0,3360.0
2024-02-04,22320,3720,light,1,48,30,2130,4740.0,14220.0,3360.0
2024-02-04,22320,3720,deep,2,24,0,960,4740.0,14220.0,3360.0
2024-02-04,22320,3720,rem,2,40,0,330,4740.0,14220.0,3360.0
2024-02-04,22320,3720,deep,2,45,30,1410,4740.0,14220.0,3360.0
2024-02-04,22320,3720,light,3,9,0,600,4740.0,14220.0,3360.0
2024-02-04,22320,3720,wake,3,19,0,1020,4740.0,14220.0,3360.0
2024-02-04,22320,3720,light,3,36,0,510,4740.0,14220.0,3360.0
2024-02-04,22320,3720,deep,3,44,30,1860,4740.0,14220.0,3360.0
2024-02-04,22320,3720,light,4,15,30,450,4740.0,14220.0,3360.0
2024-02-04,22320,3720,rem,4,23,0,780,4740.0,14220.0,3360.0
2024-02-04,22320,3720,light,4,36,0,1380,4740.0,14220.0,3360.0
2024-02-04,22320,3720,rem,4,59,0,270,4740.0,14220.0,3360.0
2024-02-04,22320,3720,light,5,3,30,3000,4740.0,14220.0,3360.0
2024-02-04,22320,3720,deep,5,53,30,420,4740.0,14220.0,3360.0
2024-02-04,22320,3720,light,6,0,30,750,4740.0,14220.0,3360.0
2024-02-04,22320,3720,rem,6,13,0,600,4740.0,14220.0,3360.0
2024-02-04,22320,3720,light,6,23,0,120,4740.0,14220.0,3360.0
2024-02-04,22320,3720,wake,6,25,0,690,4740.0,14220.0,3360.0
2024-02-03,17520,3600,wake,1,2,30,30,3060.0,11820.0,2640.0
2024-02-03,17520,3600,light,1,3,0,1530,3060.0,11820.0,2640.0
2024-02-03,17520,3600,deep,1,28,30,420,3060.0,11820.0,2640.0
2024-02-03,17520,3600,light,1,35,30,810,3060.0,11820.0,2640.0
2024-02-03,17520,3600,rem,1,49,0,660,3060.0,11820.0,2640.0
2024-02-03,17520,3600,light,2,0,0,570,3060.0,11820.0,2640.0
2024-02-03,17520,3600,deep,2,9,30,390,3060.0,11820.0,2640.0
2024-02-03,17520,3600,light,2,16,0,3600,3060.0,11820.0,2640.0
2024-02-03,17520,3600,rem,3,16,0,540,3060.0,11820.0,2640.0
2024-02-03,17520,3600,light,3,25,0,450,3060.0,11820.0,2640.0
2024-02-03,17520,3600,deep,3,32,30,1950,3060.0,11820.0,2640.0
2024-02-03,17520,3600,light,4,5,0,210,3060.0,11820.0,2640.0
2024-02-03,17520,3600,rem,4,8,30,420,3060.0,11820.0,2640.0
2024-02-03,17520,3600,light,4,15,30,360,3060.0,11820.0,2640.0
2024-02-03,17520,3600,rem,4,21,30,330,3060.0,11820.0,2640.0
2024-02-03,17520,3600,wake,4,27,0,240,3060.0,11820.0,2640.0
2024-02-03,17520,3600,light,4,31,0,510,3060.0,11820.0,2640.0
2024-02-03,17520,3600,rem,4,39,30,390,3060.0,11820.0,2640.0
2024-02-03,17520,3600,light,4,46,0,2700,3060.0,11820.0,2640.0
2024-02-03,17520,3600,deep,5,31,0,390,3060.0,11820.0,2640.0
2024-02-03,17520,3600,light,5,37,30,390,3060.0,11820.0,2640.0
2024-02-03,17520,3600,rem,5,44,0,480,3060.0,11820.0,2640.0
2024-02-03,17520,3600,light,5,52,0,1380,3060.0,11820.0,2640.0
2024-02-03,17520,3600,wake,6,15,0,540,3060.0,11820.0,2640.0
2024-02-03,17520,3600,light,6,24,0,630,3060.0,11820.0,2640.0
2024-02-03,17520,3600,wake,6,34,30,1200,3060.0,11820.0,2640.0
2024-02-02,20400,2580,light,23,47,0,1410,4080.0,13320.0,3000.0
2024-02-02,20400,2580,deep,0,10,30,480,4080.0,13320.0,3000.0
2024-02-02,20400,2580,light,0,18,30,930,4080.0,13320.0,3000.0
2024-02-02,20400,2580,rem,0,34,0,420,4080.0,13320.0,3000.0
2024-02-02,20400,2580,light,0,41,0,1800,4080.0,13320.0,3000.0
2024-02-02,20400,2580,deep,1,11,0,1650,4080.0,13320.0,3000.0
2024-02-02,20400,2580,light,1,38,30,1140,4080.0,13320.0,3000.0
2024-02-02,20400,2580,rem,1,57,30,1050,4080.0,13320.0,3000.0
2024-02-02,20400,2580,light,2,15,0,1620,4080.0,13320.0,3000.0
2024-02-02,20400,2580,deep,2,42,0,660,4080.0,13320.0,3000.0
2024-02-02,20400,2580,light,2,53,0,2790,4080.0,13320.0,3000.0
2024-02-02,20400,2580,rem,3,39,30,1080,4080.0,13320.0,3000.0
2024-02-02,20400,2580,light,3,57,30,330,4080.0,13320.0,3000.0
2024-02-02,20400,2580,wake,4,3,0,510,4080.0,13320.0,3000.0
2024-02-02,20400,2580,light,4,11,30,1350,4080.0,13320.0,3000.0
2024-02-02,20400,2580,wake,4,34,0,300,4080.0,13320.0,3000.0
2024-02-02,20400,2580,light,4,39,0,780,4080.0,13320.0,3000.0
2024-02-02,20400,2580,deep,4,52,0,1440,4080.0,13320.0,3000.0
2024-02-02,20400,2580,light,5,16,0,2370,4080.0,13320.0,3000.0
2024-02-02,20400,2580,rem,5,55,30,870,4080.0,13320.0,3000.0
2024-02-01,19080,2580,wake,23,24,0,300,5160.0,9060.0,4860.0
2024-02-01,19080,2580,light,23,29,0,300,5160.0,9060.0,4860.0
2024-02-01,19080,2580,deep,23,34,0,1260,5160.0,9060.0,4860.0
2024-02-01,19080,2580,light,23,55,0,360,5160.0,9060.0,4860.0
2024-02-01,19080,2580,deep,0,1,0,1590,5160.0,9060.0,4860.0
2024-02-01,19080,2580,wake,0,27,30,210,5160.0,9060.0,4860.0
2024-02-01,19080,2580,light,0,31,0,60,5160.0,9060.0,4860.0
2024-02-01,19080,2580,rem,0,32,0,450,5160.0,9060.0,4860.0
2024-02-01,19080,2580,light,0,39,30,300,5160.0,9060.0,4860.0
2024-02-01,19080,2580,rem,0,44,30,420,5160.0,9060.0,4860.0
2024-02-01,19080,2580,light,0,51,30,1350,5160.0,9060.0,4860.0
2024-02-01,19080,2580,deep,1,14,0,2310,5160.0,9060.0,4860.0
2024-02-01,19080,2580,light,1,52,30,1260,5160.0,9060.0,4860.0
2024-02-01,19080,2580,rem,2,13,30,1050,5160.0,9060.0,4860.0
2024-02-01,19080,2580,light,2,31,0,2220,5160.0,9060.0,4860.0
2024-02-01,19080,2580,rem,3,8,0,1050,5160.0,9060.0,4860.0
2024-02-01,19080,2580,light,3,25,30,480,5160.0,9060.0,4860.0
2024-02-01,19080,2580,wake,3,33,30,570,5160.0,9060.0,4860.0
2024-02-01,19080,2580,light,3,43,0,270,5160.0,9060.0,4860.0
2024-02-01,19080,2580,rem,3,47,30,1230,5160.0,9060.0,4860.0
2024-02-01,19080,2580,light,4,8,0,2370,5160.0,9060.0,4860.0
2024-02-01,19080,2580,rem,4,47,30,990,5160.0,9060.0,4860.0
2024-02-01,19080,2580,light,5,4,0,120,5160.0,9060.0,4860.0
2024-02-01,19080,2580,wake,5,6,0,240,5160.0,9060.0,4860.0
2024-02-01,19080,2580,light,5,10,0,300,5160.0,9060.0,4860.0
2024-02-01,19080,2580,wake,5,15,0,600,5160.0,9060.0,4860.0
2024-01-31,24120,3840,wake,23,21,30,30,4080.0,15720.0,4320.0
2024-01-31,24120,3840,light,23,22,0,3750,4080.0,15720.0,4320.0
2024-01-31,24120,3840,rem,0,24,30,300,4080.0,15720.0,4320.0
2024-01-31,24120,3840,light,0,29,30,1740,4080.0,15720.0,4320.0
2024-01-31,24120,3840,deep,0,58,30,1560,4080.0,15720.0,4320.0
2024-01-31,24120,3840,light,1,24,30,1860,4080.0,15720.0,4320.0
2024-01-31,24120,3840,rem,1,55,30,840,4080.0,15720.0,4320.0
2024-01-31,24120,3840,light,2,9,30,150,4080.0,15720.0,4320.0
2024-01-31,24120,3840,wake,2,12,0,540,4080.0,15720.0,4320.0
2024-01-31,24120,3840,light,2,21,0,2700,4080.0,15720.0,4320.0
2024-01-31,24120,3840,deep,3,6,0,1980,4080.0,15720.0,4320.0
2024-01-31,24120,3840,light,3,39,0,540,4080.0,15720.0,4320.0
2024-01-31,24120,3840,wake,3,48,0,420,4080.0,15720.0,4320.0
2024-01-31,24120,3840,light,3,55,0,210,4080.0,15720.0,4320.0
2024-01-31,24120,3840,rem,3,58,30,600,4080.0,15720.0,4320.0
2024-01-31,24120,3840,light,4,8,30,3810,4080.0,15720.0,4320.0
2024-01-31,24120,3840,deep,5,12,0,330,4080.0,15720.0,4320.0
2024-01-31,24120,3840,light,5,17,30,270,4080.0,15720.0,4320.0
2024-01-31,24120,3840,rem,5,22,0,300,4080.0,15720.0,4320.0
2024-01-31,24120,3840,deep,5,27,0,270,4080.0,15720.0,4320.0
2024-01-31,24120,3840,wake,5,31,30,240,4080.0,15720.0,4320.0
2024-01-31,24120,3840,light,5,35,30,240,4080.0,15720.0,4320.0
2024-01-31,24120,3840,wake,5,39,30,630,4080.0,15720.0,4320.0
2024-01-31,24120,3840,light,5,50,0,240,4080.0,15720.0,4320.0
2024-01-31,24120,3840,wake,5,54,0,450,4080.0,15720.0,4320.0
2024-01-31,24120,3840,light,6,1,30,300,4080.0,15720.0,4320.0
2024-01-31,24120,3840,rem,6,6,30,270,4080.0,15720.0,4320.0
2024-01-31,24120,3840,light,6,11,0,810,4080.0,15720.0,4320.0
2024-01-31,24120,3840,rem,6,24,30,2130,4080.0,15720.0,4320.0
2024-01-31,24120,3840,wake,7,0,0,450,4080.0,15720.0,4320.0
2024-01-30,17940,3000,light,23,54,0,570,2340.0,12960.0,2640.0
2024-01-30,17940,3000,deep,0,3,30,2340,2340.0,12960.0,2640.0
2024-01-30,17940,3000,light,0,42,30,570,2340.0,12960.0,2640.0
2024-01-30,17940,3000,rem,0,52,0,270,2340.0,12960.0,2640.0
2024-01-30,17940,3000,light,0,56,30,1020,2340.0,12960.0,2640.0
2024-01-30,17940,3000,wake,1,13,30,390,2340.0,12960.0,2640.0
2024-01-30,17940,3000,light,1,20,0,750,2340.0,12960.0,2640.0
2024-01-30,17940,3000,rem,1,32,30,1290,2340.0,12960.0,2640.0
2024-01-30,17940,3000,light,1,54,0,240,2340.0,12960.0,2640.0
2024-01-30,17940,3000,wake,1,58,0,480,2340.0,12960.0,2640.0
2024-01-30,17940,3000,light,2,6,0,2820,2340.0,12960.0,2640.0
2024-01-30,17940,3000,rem,2,53,0,690,2340.0,12960.0,2640.0
2024-01-30,17940,3000,light,3,4,30,5640,2340.0,12960.0,2640.0
2024-01-30,17940,3000,rem,4,38,30,450,2340.0,12960.0,2640.0
2024-01-30,17940,3000,light,4,46,0,2160,2340.0,12960.0,2640.0
2024-01-30,17940,3000,wake,5,22,0,1200,2340.0,12960.0,2640.0
2024-01-30,17940,3000,light,5,42,0,90,2340.0,12960.0,2640.0
2024-01-29,18780,2100,wake,0,37,0,240,1920.0,14160.0,2700.0
2024-01-29,18780,2100,light,0,41,0,1710,1920.0,14160.0,2700.0
2024-01-29,18780,2100,deep,1,9,30,390,1920.0,14160.0,2700.0
2024-01-29,18780,2100,light,1,16,0,1470,1920.0,14160.0,2700.0
2024-01-29,18780,2100,rem,1,40,30,1290,1920.0,14160.0,2700.0
2024-01-29,18780,2100,light,2,2,0,2160,1920.0,14160.0,2700.0
2024-01-29,18780,2100,deep,2,38,0,1710,1920.0,14160.0,2700.0
2024-01-29,18780,2100,light,3,6,30,1710,1920.0,14160.0,2700.0
2024-01-29,18780,2100,wake,3,35,0,420,1920.0,14160.0,2700.0
2024-01-29,18780,2100,light,3,42,0,3690,1920.0,14160.0,2700.0
2024-01-29,18780,2100,rem,4,43,30,600,1920.0,14160.0,2700.0
2024-01-29,18780,2100,light,4,53,30,1350,1920.0,14160.0,2700.0
2024-01-29,18780,2100,rem,5,16,0,510,1920.0,14160.0,2700.0
2024-01-29,18780,2100,light,5,24,30,2460,1920.0,14160.0,2700.0
2024-01-29,18780,2100,rem,6,5,30,300,1920.0,14160.0,2700.0
2024-01-29,18780,2100,light,6,10,30,60,1920.0,14160.0,2700.0
2024-01-29,18780,2100,wake,6,11,30,570,1920.0,14160.0,2700.0
2024-01-29,18780,2100,light,6,21,0,240,1920.0,14160.0,2700.0
2024-01-28,24000,3120,wake,22,27,30,240,6900.0,12840.0,4260.0
2024-01-28,24000,3120,light,22,31,30,630,6900.0,12840.0,4260.0
2024-01-28,24000,3120,deep,22,42,0,2550,6900.0,12840.0,4260.0
2024-01-28,24000,3120,light,23,24,30,210,6900.0,12840.0,4260.0
2024-01-28,24000,3120,rem,23,28,0,780,6900.0,12840.0,4260.0
2024-01-28,24000,3120,light,23,41,0,570,6900.0,12840.0,4260.0
2024-01-28,24000,3120,deep,23,50,30,1590,6900.0,12840.0,4260.0
2024-01-28,24000,3120,light,0,17,0,1920,6900.0,12840.0,4260.0
2024-01-28,24000,3120,rem,0,49,0,300,6900.0,12840.0,4260.0
2024-01-28,24000,3120,light,0,54,0,600,6900.0,12840.0,4260.0
2024-01-28,24000,3120,rem,1,4,0,570,6900.0,12840.0,4260.0
2024-01-28,24000,3120,light,1,13,30,2760,6900.0,12840.0,4260.0
2024-01-28,24000,3120,deep,1,59,30,750,6900.0,12840.0,4260.0
2024-01-28,24000,3120,light,2,12,0,2880,6900.0,12840.0,4260.0
2024-01-28,24000,3120,rem,3,0,0,690,6900.0,12840.0,4260.0
2024-01-28,24000,3120,light,3,11,30,330,6900.0,12840.0,4260.0
2024-01-28,24000,3120,rem,3,17,0,1800,6900.0,12840.0,4260.0
2024-01-28,24000,3120,light,3,47,0,870,6900.0,12840.0,4260.0
2024-01-28,24000,3120,rem,4,1,30,420,6900.0,12840.0,4260.0
2024-01-28,24000,3120,wake,4,8,30,270,6900.0,12840.0,4260.0
2024-01-28,24000,3120,light,4,13,0,1890,6900.0,12840.0,4260.0
2024-01-28,24000,3120,deep,4,44,30,2070,6900.0,12840.0,4260.0
2024-01-28,24000,3120,wake,5,19,0,390,6900.0,12840.0,4260.0
2024-01-28,24000,3120,light,5,25,30,330,6900.0,12840.0,4260.0
2024-01-28,24000,3120,wake,5,31,0,600,6900.0,12840.0,4260.0
2024-01-28,24000,3120,light,5,41,0,510,6900.0,12840.0,4260.0
2024-01-28,24000,3120,wake,5,49,30,600,6900.0,12840.0,4260.0
2024-01-27,14880,2520,light,0,15,30,1050,2340.0,9480.0,3060.0
2024-01-27,14880,2520,deep,0,33,0,1470,2340.0,9480.0,3060.0
2024-01-27,14880,2520,light,0,57,30,330,2340.0,9480.0,3060.0
2024-01-27,14880,2520,deep,1,3,0,840,2340.0,9480.0,3060.0
2024-01-27,14880,2520,wake,1,17,0,840,2340.0,9480.0,3060.0
2024-01-27,14880,2520,light,1,31,0,3480,2340.0,9480.0,3060.0
2024-01-27,14880,2520,rem,2,29,0,1170,2340.0,9480.0,3060.0
2024-01-27,14880,2520,light,2,48,30,2400,2340.0,9480.0,3060.0
2024-01-27,14880,2520,rem,3,28,30,1410,2340.0,9480.0,3060.0
2024-01-27,14880,2520,light,3,52,0,1440,2340.0,9480.0,3060.0
2024-01-27,14880,2520,rem,4,16,0,300,2340.0,9480.0,3060.0
2024-01-27,14880,2520,light,4,21,0,840,2340.0,9480.0,3060.0
2024-01-27,14880,2520,rem,4,35,0,330,2340.0,9480.0,3060.0
2024-01-27,14880,2520,light,4,40,30,390,2340.0,9480.0,3060.0
2024-01-27,14880,2520,wake,4,47,0,990,2340.0,9480.0,3060.0
2024-01-27,14880,2520,light,5,3,30,150,2340.0,9480.0,3060.0
2024-01-26,22140,2220,wake,22,9,0,360,4500.0,13680.0,3960.0
2024-01-26,22140,2220,light,22,15,0,750,4500.0,13680.0,3960.0
2024-01-26,22140,2220,deep,22,27,30,1470,4500.0,13680.0,3960.0
2024-01-26,22140,2220,light,22,52,0,1440,4500.0,13680.0,3960.0
2024-01-26,22140,2220,deep,23,16,0,1770,4500.0,13680.0,3960.0
2024-01-26,22140,2220,light,23,45,30,1770,4500.0,13680.0,3960.0
2024-01-26,22140,2220,deep,0,15,0,270,4500.0,13680.0,3960.0
2024-01-26,22140,2220,light,0,19,30,1410,4500.0,13680.0,3960.0
2024-01-26,22140,2220,deep,0,43,0,300,4500.0,13680.0,3960.0
2024-01-26,22140,2220,light,0,48,0,1950,4500.0,13680.0,3960.0
2024-01-26,22140,2220,deep,1,20,30,840,4500.0,13680.0,3960.0
2024-01-26,22140,2220,light,1,34,30,1680,4500.0,13680.0,3960.0
2024-01-26,22140,2220,rem,2,2,30,1380,4500.0,13680.0,3960.0
2024-01-26,22140,2220,light,2,25,30,3900,4500.0,13680.0,3960.0
2024-01-26,22140,2220,rem,3,30,30,2580,4500.0,13680.0,3960.0
2024-01-26,22140,2220,light,4,13,30,1950,4500.0,13680.0,3960.0
2024-01-26,22140,2220,rem,4,46,0,300,4500.0,13680.0,3960.0
2024-01-26,22140,2220,wake,4,51,0,270,4500.0,13680.0,3960.0
2024-01-25,9720,1680,wake,1,31,0,30,1500.0,7140.0,1080.0
2024-01-25,9720,1680,light,1,31,30,2160,1500.0,7140.0,1080.0
2024-01-25,9720,1680,deep,2,7,30,510,1500.0,7140.0,1080.0
2024-01-25,9720,1680,light,2,16,0,90,1500.0,7140.0,1080.0
2024-01-25,9720,1680,rem,2,17,30,690,1500.0,7140.0,1080.0
2024-01-25,9720,1680,light,2,29,0,1350,1500.0,7140.0,1080.0
2024-01-25,9720,1680,deep,2,51,30,1080,1500.0,7140.0,1080.0
2024-01-25,9720,1680,light,3,9,30,1350,1500.0,7140.0,1080.0
2024-01-25,9720,1680,rem,3,32,0,390,1500.0,7140.0,1080.0
2024-01-25,9720,1680,light,3,38,30,1860,1500.0,7140.0,1080.0
2024-01-25,9720,1680,wake,4,9,30,960,1500.0,7140.0,1080.0
2024-01-25,9720,1680,light,4,25,30,930,1500.0,7140.0,1080.0
2024-01-24,12660,1740,wake,18,3,30,450,0.0,10200.0,2460.0
2024-01-24,12660,1740,light,18,11,0,120,0.0,10200.0,2460.0
2024-01-24,12660,1740,wake,18,13,0,540,0.0,10200.0,2460.0
2024-01-24,12660,1740,light,18,22,0,3240,0.0,10200.0,2460.0
2024-01-24,12660,1740,rem,19,16,0,1230,0.0,10200.0,2460.0
2024-01-24,12660,1740,light,19,36,30,4080,0.0,10200.0,2460.0
2024-01-24,12660,1740,rem,20,44,30,1320,0.0,10200.0,2460.0
2024-01-24,12660,1740,light,21,6,30,3150,0.0,10200.0,2460.0
2024-01-24,12660,1740,wake,21,59,0,270,0.0,10200.0,2460.0
2024-01-24,12480,2100,light,1,34,0,810,1980.0,9120.0,1380.0
2024-01-24,12480,2100,deep,1,47,30,1170,1980.0,9120.0,1380.0
2024-01-24,12480,2100,light,2,7,0,600,1980.0,9120.0,1380.0
2024-01-24,12480,2100,wake,2,17,0,300,1980.0,9120.0,1380.0
2024-01-24,12480,2100,light,2,22,0,510,1980.0,9120.0,1380.0
2024-01-24,12480,2100,wake,2,30,30,450,1980.0,9120.0,1380.0
2024-01-24,12480,2100,light,2,38,0,2160,1980.0,9120.0,1380.0
2024-01-24,12480,2100,rem,3,14,0,870,1980.0,9120.0,1380.0
2024-01-24,12480,2100,light,3,28,30,1290,1980.0,9120.0,1380.0
2024-01-24,12480,2100,rem,3,50,0,510,1980.0,9120.0,1380.0
2024-01-24,12480,2100,light,3,58,30,1410,1980.0,9120.0,1380.0
2024-01-24,12480,2100,deep,4,22,0,840,1980.0,9120.0,1380.0
2024-01-24,12480,2100,light,4,36,0,1140,1980.0,9120.0,1380.0
2024-01-24,12480,2100,wake,4,55,0,330,1980.0,9120.0,1380.0
2024-01-24,12480,2100,light,5,0,30,2220,1980.0,9120.0,1380.0
2024-01-23,18660,2220,wake,23,6,0,30,2100.0,12000.0,4560.0
2024-01-23,18660,2220,light,23,6,30,390,2100.0,12000.0,4560.0
2024-01-23,18660,2220,wake,23,13,0,480,2100.0,12000.0,4560.0
2024-01-23,18660,2220,light,23,21,0,5070,2100.0,12000.0,4560.0
2024-01-23,18660,2220,deep,0,45,30,300,2100.0,12000.0,4560.0
2024-01-23,18660,2220,rem,0,50,30,690,2100.0,12000.0,4560.0
2024-01-23,18660,2220,light,1,2,0,1020,2100.0,12000.0,4560.0
2024-01-23,18660,2220,rem,1,19,0,450,2100.0,12000.0,4560.0
2024-01-23,18660,2220,light,1,26,30,3930,2100.0,12000.0,4560.0
2024-01-23,18660,2220,rem,2,32,0,1440,2100.0,12000.0,4560.0
2024-01-23,18660,2220,light,2,56,0,1380,2100.0,12000.0,4560.0
2024-01-23,18660,2220,deep,3,19,0,1920,2100.0,12000.0,4560.0
2024-01-23,18660,2220,light,3,51,0,1290,2100.0,12000.0,4560.0
2024-01-23,18660,2220,rem,4,12,30,2220,2100.0,12000.0,4560.0
2024-01-23,18660,2220,wake,4,49,30,270,2100.0,12000.0,4560.0
2024-01-22,21900,3360,wake,23,18,0,60,2820.0,15600.0,3480.0
2024-01-22,21900,3360,light,23,19,0,330,2820.0,15600.0,3480.0
2024-01-22,21900,3360,deep,23,24,30,1170,2820.0,15600.0,3480.0
2024-01-22,21900,3360,light,23,44,0,3930,2820.0,15600.0,3480.0
2024-01-22,21900,3360,deep,0,49,30,630,2820.0,15600.0,3480.0
2024-01-22,21900,3360,light,1,0,0,570,2820.0,15600.0,3480.0
2024-01-22,21900,3360,rem,1,9,30,1170,2820.0,15600.0,3480.0
2024-01-22,21900,3360,light,1,29,0,3120,2820.0,15600.0,3480.0
2024-01-22,21900,3360,rem,2,21,0,300,2820.0,15600.0,3480.0
2024-01-22,21900,3360,light,2,26,0,1290,2820.0,15600.0,3480.0
2024-01-22,21900,3360,rem,2,47,30,330,2820.0,15600.0,3480.0
2024-01-22,21900,3360,deep,2,53,0,810,2820.0,15600.0,3480.0
2024-01-22,21900,3360,light,3,6,30,2370,2820.0,15600.0,3480.0
2024-01-22,21900,3360,wake,3,46,0,330,2820.0,15600.0,3480.0
2024-01-22,21900,3360,light,3,51,30,1770,2820.0,15600.0,3480.0
2024-01-22,21900,3360,rem,4,21,0,1590,2820.0,15600.0,3480.0
2024-01-22,21900,3360,light,4,47,30,180,2820.0,15600.0,3480.0
2024-01-22,21900,3360,deep,4,50,30,330,2820.0,15600.0,3480.0
2024-01-22,21900,3360,light,4,56,0,3210,2820.0,15600.0,3480.0
2024-01-22,21900,3360,wake,5,49,30,450,2820.0,15600.0,3480.0
2024-01-22,21900,3360,light,5,57,0,120,2820.0,15600.0,3480.0
2024-01-22,21900,3360,wake,5,59,0,420,2820.0,15600.0,3480.0
2024-01-22,21900,3360,light,6,6,0,30,2820.0,15600.0,3480.0
2024-01-22,21900,3360,rem,6,6,30,270,2820.0,15600.0,3480.0
2024-01-22,21900,3360,wake,6,11,0,510,2820.0,15600.0,3480.0
2024-01-21,22800,4680,wake,23,45,0,30,4560.0,15180.0,3060.0
2024-01-21,22800,4680,light,23,45,30,1290,4560.0,15180.0,3060.0
2024-01-21,22800,4680,deep,0,7,0,1260,4560.0,15180.0,3060.0
2024-01-21,22800,4680,light,0,28,0,480,4560.0,15180.0,3060.0
2024-01-21,22800,4680,rem,0,36,0,1050,4560.0,15180.0,3060.0
2024-01-21,22800,4680,light,0,53,30,3150,4560.0,15180.0,3060.0
2024-01-21,22800,4680,deep,1,46,0,990,4560.0,15180.0,3060.0
2024-01-21,22800,4680,light,2,2,30,840,4560.0,15180.0,3060.0
2024-01-21,22800,4680,wake,2,16,30,300,4560.0,15180.0,3060.0
2024-01-21,22800,4680,light,2,21,30,1560,4560.0,15180.0,3060.0
2024-01-21,22800,4680,wake,2,47,30,240,4560.0,15180.0,3060.0
2024-01-21,22800,4680,light,2,51,30,120,4560.0,15180.0,3060.0
2024-01-21,22800,4680,wake,2,53,30,1050,4560.0,15180.0,3060.0
2024-01-21,22800,4680,light,3,11,0,150,4560.0,15180.0,3060.0
2024-01-21,22800,4680,wake,3,13,30,1170,4560.0,15180.0,3060.0
2024-01-21,22800,4680,light,3,33,0,1980,4560.0,15180.0,3060.0
2024-01-21,22800,4680,deep,4,6,0,1080,4560.0,15180.0,3060.0
2024-01-21,22800,4680,light,4,24,0,2610,4560.0,15180.0,3060.0
2024-01-21,22800,4680,deep,5,7,30,1050,4560.0,15180.0,3060.0
2024-01-21,22800,4680,light,5,25,0,30,4560.0,15180.0,3060.0
2024-01-21,22800,4680,rem,5,25,30,420,4560.0,15180.0,3060.0
2024-01-21,22800,4680,deep,5,32,30,390,4560.0,15180.0,3060.0
